rsymbol,recommendation,api_action,confidence,trend_strength,price,sma5,sma20,sma50,rsi,macd,stochastic_k,short_trend,medium_trend,long_trend,overall_trend,update,reasons
FASW,STRONG_SELL,STRONG_SELL,80,0,5275,5275,5275,5275,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
GIAA,STRONG_SELL,STRONG_SELL,80,0,86,86.2,91.05,98.42,41.51,-3.83,63.64,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
GZCO,STRONG_SELL,STRONG_SELL,80,0,202,204.8,239.9,269.04,32.47,-18.83,20.83,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
HOME,STRONG_SELL,STRONG_SELL,80,0,50,50,50,50,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
IIKP,STRONG_SELL,STRONG_SELL,80,0,50,50,50,50,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
IMAS,STRONG_SELL,STRONG_SELL,80,17,1070,1048,1133,1186.5,31.75,-38.44,50.85,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
IMJS,STRONG_SELL,STRONG_SELL,80,8,199,197,233.65,279.46,30.66,-23.25,22.22,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
INPC,STRONG_SELL,STRONG_SELL,80,8,176,175,204.75,179.1,34.38,-3.76,26.42,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
JAWA,STRONG_SELL,STRONG_SELL,80,0,173,174.4,185.4,189.74,34.38,-4.83,42.59,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
JKON,STRONG_SELL,STRONG_SELL,80,17,80,78.4,85.3,86.22,32.14,-2.46,50,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
KAEF,STRONG_SELL,STRONG_SELL,80,0,520,522,534.25,539.4,39.29,-5.78,67.29,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
KLBF,STRONG_SELL,STRONG_SELL,80,0,1115,1138,1175,1189.3,35.94,-21.23,46.67,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MAIN,STRONG_SELL,STRONG_SELL,80,8,755,751,809,802.2,31.37,-18.92,36.96,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MAYA,STRONG_SELL,STRONG_SELL,80,0,222,223.2,233.9,237.72,36.36,-4.84,55.93,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MCOR,STRONG_SELL,STRONG_SELL,80,0,74,74,76.85,75.9,30.77,-0.76,46.15,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MEGA,STRONG_SELL,STRONG_SELL,80,17,3300,3286,3308.5,3307.4,53.85,-2.28,57.69,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
META,STRONG_SELL,STRONG_SELL,80,0,238,238,238,238,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
MLPL,STRONG_SELL,STRONG_SELL,80,8,114,113.2,138.15,145.46,35.19,-9.13,20.34,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MTDL,STRONG_SELL,STRONG_SELL,80,0,570,570,582.5,591.7,42.11,-6.88,70,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MYOH,STRONG_SELL,STRONG_SELL,80,0,1390,1409,1428.75,1465.9,46.88,-17.91,21.62,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
NOBU,STRONG_SELL,STRONG_SELL,80,25,520,516.8,536.95,518.62,40.89,-2.13,54.55,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
PLIN,STRONG_SELL,STRONG_SELL,80,0,2510,2510,2510,2510,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
PNLF,STRONG_SELL,STRONG_SELL,80,17,266,261.6,286.6,274.52,31.91,-4.57,42.5,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
RANC,STRONG_SELL,STRONG_SELL,80,17,785,779,827,884.9,39.02,-33.05,48.84,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
RIMO,STRONG_SELL,STRONG_SELL,80,0,50,50,50,50,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
ROTI,STRONG_SELL,STRONG_SELL,80,17,765,761,774.5,784.4,42.11,-7.05,64.29,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SAME,STRONG_SELL,STRONG_SELL,80,0,302,304.8,338.7,369.48,30.16,-16.58,28.89,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SCMA,STRONG_SELL,STRONG_SELL,80,17,260,244.4,292.7,345.28,34.51,-29.17,45.45,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SDRA,STRONG_SELL,STRONG_SELL,80,0,280,280.4,284.1,284.24,40,-1.38,25,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SIDO,STRONG_SELL,STRONG_SELL,80,17,525,522,534.75,539.8,40,-5.99,58.33,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SMCB,STRONG_SELL,STRONG_SELL,80,0,775,775,775,775,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
SMMA,STRONG_SELL,STRONG_SELL,80,0,12650,12930,12992.5,13091,39.53,-99.08,57.5,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SRIL,STRONG_SELL,STRONG_SELL,80,0,146,146,146,146,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
SUPR,STRONG_SELL,STRONG_SELL,80,0,43850,43850,43850,43850,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
TLKM,STRONG_SELL,STRONG_SELL,80,0,3290,3434,3582,3564.2,36.3,-38.07,21.35,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
TOWR,STRONG_SELL,STRONG_SELL,80,8,535,532,561.25,560.3,46.67,-8.24,35.39,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
TRAM,STRONG_SELL,STRONG_SELL,80,0,50,50,50,50,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
WIKA,STRONG_SELL,STRONG_SELL,80,0,204,204,204,204,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
WOMF,STRONG_SELL,STRONG_SELL,80,8,318,317.6,325,327.56,31.82,-2.93,60,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
WSKT,STRONG_SELL,STRONG_SELL,80,0,202,202,202,202,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
CLEO,STRONG_SELL,STRONG_SELL,80,17,404,396.8,432.8,465.5,30.77,-20.79,48.33,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
WOOD,STRONG_SELL,STRONG_SELL,80,0,342,342.4,354.7,367,41.07,-9.77,58.33,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MTWI,STRONG_SELL,STRONG_SELL,80,0,354,360.8,368.9,369.48,47.06,-4.13,59.57,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
PBID,STRONG_SELL,STRONG_SELL,80,0,486,487.2,491.5,488.52,48.33,-0.31,48.65,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
CAMP,STRONG_SELL,STRONG_SELL,80,0,214,215.2,215,216.24,50,-0.21,40,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
TDPM,STRONG_SELL,STRONG_SELL,80,0,119,119,119,119,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
HEAL,STRONG_SELL,STRONG_SELL,80,8,1315,1313,1376,1399,33.33,-28.78,44.19,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MGRO,STRONG_SELL,STRONG_SELL,80,0,690,699,718,746.7,37.93,-15.42,47.06,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
GOOD,STRONG_SELL,STRONG_SELL,80,0,350,350.8,353.5,360.64,50,-3.14,66.67,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
BOLA,STRONG_SELL,STRONG_SELL,80,8,174,173,187.45,178.58,41.11,-1.81,22.03,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
DMMX,STRONG_SELL,STRONG_SELL,80,17,294,286.8,327.1,358.8,33.33,-22.22,36.73,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
RONY,STRONG_SELL,STRONG_SELL,80,0,3240,3372,3782,3866.6,31.32,-166.11,20.69,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
VICI,STRONG_SELL,STRONG_SELL,80,8,600,599,654,717.6,40.4,-38.94,30.23,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
DEPO,STRONG_SELL,STRONG_SELL,80,0,244,247.2,262.3,268.2,36.36,-6.73,52.94,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
DRMA,STRONG_SELL,STRONG_SELL,80,0,1020,1025,1055.25,1057.9,45,-9.3,52.63,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
ASLC,STRONG_SELL,STRONG_SELL,80,17,81,78.8,88.5,88.24,32.43,-3.32,40,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
STAA,STRONG_SELL,STRONG_SELL,80,0,1210,1211,1293.75,1324.7,40.22,-32.73,32.2,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
GOTO,STRONG_SELL,STRONG_SELL,80,0,60,61.8,63.85,65.12,35.71,-1.15,38.46,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
BSBK,STRONG_SELL,STRONG_SELL,80,8,66,65,71.45,71.8,34.62,-2.12,27.27,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SUNI,STRONG_SELL,STRONG_SELL,80,17,795,787,811.5,815.5,41.38,-7.49,50,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MAHA,STRONG_SELL,STRONG_SELL,80,0,157,159.8,178.55,170.62,39.82,-4.36,20.83,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
ALII,STRONG_SELL,STRONG_SELL,80,8,745,734,946.25,922.3,36.57,-82.64,21.43,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
CBDK,STRONG_SELL,STRONG_SELL,80,8,5975,5781,6975.25,7812.1,34.55,-581.96,35.92,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MINE,STRONG_SELL,STRONG_SELL,80,0,438,440.4,478.95,471.38,31.92,-10.67,40.31,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
BLOG,STRONG_SELL,STRONG_SELL,80,17,422,421.6,432.7,441.44,40.82,-7.82,62.16,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
YUPI,STRONG_SELL,STRONG_SELL,80,17,1565,1563,1586.75,1613.8,41.67,-15.85,76.32,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
FORE,STRONG_SELL,STRONG_SELL,80,0,480,480,520.6,530.54,35.54,-18.41,48.28,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
AGRS,STRONG_SELL,STRONG_SELL,80,8,75,74.8,79.55,79.34,33.33,-1.66,41.18,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
PPRO,STRONG_SELL,STRONG_SELL,80,0,21,21,21,21,99.01,0,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
